RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2;;;
23-May-2020 11:45:00;886;SINGAPORE;EN-GB;7;2;7;8;8;6;6;6;6;6;8;2;6;4;3;90;5;5;1;2;3;6;3;5;0;4;4;4;4;4;8;6;6;4;4;6;6;6;6;6;6;6;6;5;2;3;2;6;6;6;3;5;4;5;6;4;4;5;9;7;7;6;3;7;6;3;7;6;6;100;40;3;16;2;25;300;4;2;NA;20;2;2;4;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:45:00;1167;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;10;8;9;10;10;10;50;25;25;2;2;5;6;6;9;9;5;5;5;5;4;8;8;9;0;6;5;5;7;7;5;6;3;1;1;4;6;6;9;8;6;3;3;6;4;5;5;7;6;5;5;5;5;3;5;2;7;6;3;3;90;90;4;1;4;25;3;7;2;NA;46;1;0;3;NA;9;1;1;1;213;0;NA;NA;NA
23-May-2020 11:45:00;1058;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;2;10;5;7;2;8;8;100;0;0;7;7;2;7;5;10;10;0;0;0;0;3;10;10;10;0;3;7;7;9;10;2;7;7;8;8;7;8;8;8;9;9;2;3;9;5;5;5;8;5;6;7;7;5;2;2;2;3;0;0;7;50;50;1;14;10;25;3;7;1;NA;44;3;0;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:45:00;670;SINGAPORE;EN-GB;7;6;7;6;6;6;7;6;7;6;6;6;6;5;6;30;40;30;5;6;7;6;7;6;6;6;6;5;6;6;6;6;5;6;6;6;6;6;6;7;6;6;5;6;6;7;7;6;6;6;7;5;6;6;6;6;6;5;6;6;5;6;5;6;7;5;6;5;6;60;60;6;3;6;25;1;2;1;NA;47;3;1;1;NA;6;1;1;1;213;6;NA;NA;NA
23-May-2020 11:45:00;685;SINGAPORE;EN-GB;10;0;9;9;10;7;8;9;6;4;8;7;8;9;10;30;60;10;4;5;6;5;5;7;6;6;8;1;2;9;9;9;10;4;2;6;7;6;8;6;5;2;6;5;6;6;8;6;8;5;7;6;5;4;6;5;6;4;3;8;9;7;2;6;5;2;6;5;8;50;60;4;1;6;25;300;4;2;NA;39;3;2;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:46:00;630;SINGAPORE;EN-GB;10;0;5;10;10;6;7;9;8;9;10;10;10;10;10;100;0;0;5;5;8;6;7;10;10;0;0;0;0;5;5;6;6;3;8;5;6;5;4;4;6;6;5;5;5;7;7;10;1;6;7;1;4;9;5;5;7;7;4;6;6;5;5;4;4;2;4;4;6;10;50;7;7;5;125;100;2;2;NA;40;3;4;6;Self employed;6;1;1;1;213;5;NA;NA;NA
23-May-2020 11:46:00;1100;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;1;10;10;10;10;10;50;50;0;5;5;0;6;1;0;1;7;0;6;3;9;10;10;10;0;5;6;1;1;6;1;8;6;7;7;5;3;4;5;9;9;4;2;5;7;7;7;7;3;5;5;5;0;5;0;0;7;0;0;1;50;50;5;1;6;25;3;7;1;NA;31;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:46:00;1302;SINGAPORE;EN-GB;8;0;10;10;10;7;7;10;6;6;10;7;5;10;10;50;50;0;3;6;3;4;4;10;10;7;6;7;6;10;8;6;6;10;5;8;8;7;8;6;5;5;5;5;5;7;7;5;8;8;5;4;7;5;5;7;6;5;5;10;6;3;3;6;5;5;6;4;6;10;20;6;4;5;25;3;7;1;NA;52;3;3;2;NA;7;3;1;1;213;0;NA;NA;NA
23-May-2020 11:46:00;639;SINGAPORE;EN-GB;5;3;4;6;6;6;7;7;6;6;4;6;4;6;4;90;5;5;6;6;5;7;6;7;7;6;4;4;4;5;7;7;7;4;5;6;6;7;7;6;6;6;6;5;5;6;6;8;6;7;7;5;5;4;6;4;5;4;4;7;7;6;4;6;7;4;5;6;6;50;60;4;3;6;25;1;NA;2;NA;39;3;1;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:46:00;1304;SINGAPORE;EN-GB;10;0;7;10;10;10;10;10;5;5;10;10;10;10;10;50;40;10;5;5;5;5;5;10;5;5;0;0;1;1;9;5;5;1;5;5;5;5;4;10;2;3;5;5;5;5;5;5;4;5;5;10;5;0;1;1;5;1;5;5;5;5;5;5;5;5;5;5;5;10;20;5;3;7;50;3;2;2;NA;42;3;2;6;homemaker;6;1;1;1;213;6;NA;NA;NA
23-May-2020 11:46:00;855;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;0;9;10;6;10;10;70;30;0;6;4;7;7;4;10;10;0;0;0;0;3;10;10;10;0;0;8;6;10;7;7;7;2;7;6;8;8;8;8;10;10;4;0;8;7;7;4;7;7;3;10;9;8;0;7;7;3;8;8;10;10;10;6;9;6;25;300;4;2;NA;30;3;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:47:00;1052;SINGAPORE;EN-GB;9;0;7;8;10;6;6;5;3;9;9;9;6;9;8;0;50;50;6;7;5;4;5;2;2;1;1;1;1;4;8;8;8;1;3;8;9;8;6;3;3;1;7;6;4;4;5;4;8;8;4;4;6;4;3;4;3;2;4;8;9;3;1;7;7;3;7;7;6;20;20;4;12;7;25;3;7;1;NA;40;3;0;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 11:47:00;963;SINGAPORE;EN-GB;9;0;9;10;10;9;9;10;8;9;8;10;9;10;10;0;100;0;5;6;5;6;7;9;9;1;1;0;1;5;7;7;6;2;3;5;5;6;5;5;6;7;8;8;4;4;7;5;7;6;6;6;7;3;1;1;2;2;3;8;7;7;3;5;5;5;5;4;6;20;10;4;16;8;50;3;4;1;NA;56;3;3;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 11:47:00;843;SINGAPORE;EN-GB;3;2;3;6;6;6;6;7;6;6;2;7;3;3;4;25;25;50;3;1;4;6;6;6;6;3;3;5;6;3;6;3;6;7;6;3;2;2;3;2;7;7;4;7;4;6;6;6;6;7;6;6;5;4;6;3;5;6;6;5;6;3;4;4;8;5;7;7;5;40;60;6;6;5;25;3;7;1;NA;53;3;1;1;NA;6;1;1;1;213;3;NA;NA;NA
23-May-2020 11:47:00;742;SINGAPORE;EN-GB;8;3;7;7;7;5;8;8;7;7;6;8;8;7;7;75;25;0;8;7;7;7;7;8;9;6;6;7;6;3;8;7;7;6;8;6;7;8;8;3;3;3;6;7;7;7;7;9;7;7;3;2;7;3;8;3;7;5;NA;7;7;5;3;6;6;4;4;6;6;20;10;7;9;7;50;3;4;2;NA;58;3;2;5;NA;6;2;1;1;213;7;NA;NA;NA
23-May-2020 11:48:00;1251;SINGAPORE;EN-GB;9;1;9;9;9;9;9;9;9;9;5;8;5;5;8;50;40;10;8;5;5;5;3;8;8;5;5;5;5;5;7;5;5;5;5;5;5;7;7;5;5;5;9;9;5;5;8;8;5;5;5;2;5;3;3;3;3;3;3;5;5;3;5;5;5;3;5;4;4;50;50;4;10;8;50;300;16;2;NA;54;3;3;2;NA;6;1;1;1;213;5;NA;NA;NA
23-May-2020 11:48:00;810;SINGAPORE;EN-GB;6;8;7;8;7;7;7;8;7;8;7;7;7;5;7;40;0;60;7;7;7;7;8;7;7;7;4;7;7;7;7;4;7;7;7;7;7;8;7;7;7;7;7;8;7;3;7;7;6;7;6;3;6;5;7;7;7;7;6;7;7;7;9;7;4;7;7;7;7;70;40;6;9;6;20;3;4;2;NA;36;3;1;1;NA;5;1;1;1;213;7;NA;NA;NA
23-May-2020 11:49:00;585;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;0;10;6;10;10;10;10;90;0;4;6;7;7;6;10;10;10;10;0;0;10;7;7;8;0;6;6;6;6;6;6;6;7;6;6;3;6;6;6;2;9;10;7;6;7;6;10;9;5;8;10;10;5;5;10;6;0;10;6;10;20;30;6;4;6;50;1;4;1;NA;29;2;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:49:00;469;SINGAPORE;EN-GB;7;8;8;7;7;7;6;6;7;7;7;6;6;6;6;35;35;30;7;8;8;7;7;7;7;7;6;7;7;6;7;7;6;6;6;7;7;6;6;7;7;7;7;7;6;7;7;6;8;6;7;2;7;6;7;3;7;7;7;7;6;6;6;6;7;7;7;7;7;70;60;7;7;8;25;100;4;1;NA;27;1;0;1;NA;3;1;1;1;213;8;NA;NA;NA
23-May-2020 11:50:00;1445;SINGAPORE;EN-GB;2;7;7;7;9;10;10;9;3;3;3;3;3;7;4;0;90;10;8;8;10;8;8;1;4;1;0;0;0;8;9;9;8;1;0;8;9;7;9;8;9;8;8;7;10;10;9;10;8;8;3;2;8;9;9;3;9;8;2;10;10;9;0;9;8;0;9;9;10;20;20;9;16;8;25;3;4;1;NA;45;1;0;1;NA;6;2;1;1;213;0;NA;NA;NA
23-May-2020 11:50:00;1016;SINGAPORE;EN-GB;10;0;7;10;10;5;5;5;5;5;10;5;10;10;10;80;10;10;5;5;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;16;5;50;1800;16;1;NA;33;3;3;3;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:50:00;765;SINGAPORE;EN-GB;9;2;4;9;10;9;9;9;6;1;7;0;4;4;1;90;10;0;7;6;4;4;3;8;2;3;4;4;3;4;8;8;8;2;4;7;9;6;6;7;7;3;7;7;8;8;7;8;2;10;4;5;7;2;7;3;5;6;2;9;8;7;4;7;6;7;6;6;8;20;40;6;1;9;25;3;2;1;NA;38;3;1;1;NA;7;1;2;1;213;0;NA;NA;NA
23-May-2020 11:50:00;921;SINGAPORE;EN-GB;7;0;5;8;10;5;5;7;4;5;6;6;1;9;7;100;0;0;8;10;2;2;2;7;7;0;0;0;0;0;10;10;10;0;0;8;8;8;8;0;1;1;5;5;3;1;5;9;5;8;6;1;5;0;0;2;0;0;5;10;8;0;0;2;2;1;1;0;8;10;10;2;14;6;25;3;7;2;NA;55;3;3;6;Homemaker;8;1;1;1;213;0;NA;NA;NA
23-May-2020 11:51:00;735;SINGAPORE;EN-GB;7;7;3;7;6;6;7;7;6;6;6;7;4;6;6;20;70;10;6;4;6;8;8;5;6;3;2;3;3;2;7;7;7;2;3;6;6;6;9;7;4;6;3;7;4;6;6;10;4;7;7;3;7;4;6;7;7;6;4;7;8;4;7;6;7;3;6;8;6;70;80;7;1;6;25;3;7;1;NA;22;1;0;1;NA;7;1;2;2;213;7;NA;NA;NA
23-May-2020 11:51:00;887;SINGAPORE;EN-GB;10;0;9;9;10;8;8;8;8;8;9;9;9;9;9;0;50;50;8;9;5;6;5;10;9;2;1;1;1;2;8;8;8;1;1;9;8;9;9;9;9;9;9;9;7;5;7;8;6;7;4;1;6;4;3;3;5;3;0;9;9;5;1;8;6;1;7;7;9;10;20;5;14;9;50;300;4;1;NA;58;3;0;1;NA;4;1;1;2;213;0;NA;NA;NA
23-May-2020 11:51:00;1107;SINGAPORE;EN-GB;10;0;10;10;10;5;6;10;2;7;10;10;10;10;10;50;25;25;4;3;7;7;5;8;6;5;5;5;5;2;8;7;7;0;1;7;5;7;6;7;7;7;3;4;6;6;6;5;1;3;9;10;2;3;5;4;6;4;2;7;6;2;0;3;3;3;2;1;10;30;20;4;6;2;25;300;NA;1;NA;19;1;0;4;NA;7;1;2;2;213;0;NA;NA;NA
23-May-2020 11:51:00;1603;SINGAPORE;EN-GB;9;10;9;9;10;5;5;5;8;5;10;10;10;10;10;95;5;0;2;2;5;9;9;10;5;5;7;5;2;7;5;5;9;5;9;5;5;5;5;5;5;2;1;9;0;0;0;0;5;5;7;9;0;6;5;8;5;0;2;9;8;5;0;5;5;0;4;2;8;0;90;5;16;5;25;900;NA;2;NA;24;1;0;1;NA;9;1;1;1;213;0;NA;NA;NA
23-May-2020 11:51:00;637;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;0;9;9;1;6;8;80;20;0;8;6;2;9;1;10;9;0;0;0;0;5;9;9;10;0;3;9;9;8;9;10;10;3;5;8;2;7;9;8;2;10;8;5;7;6;8;2;8;4;0;9;9;8;3;7;2;1;6;5;6;30;30;5;9;9;50;300;2;1;NA;28;1;0;1;NA;6;1;2;2;213;0;NA;NA;NA
23-May-2020 11:51:00;953;SINGAPORE;EN-GB;10;0;7;10;10;8;9;10;5;7;7;10;8;10;10;80;20;0;8;8;5;8;3;7;7;0;0;0;0;5;8;9;9;3;3;8;9;7;9;7;9;9;7;8;8;8;8;10;8;8;6;6;8;3;7;2;6;4;3;10;8;7;0;7;7;1;7;7;9;20;20;6;11;8;50;3;7;1;NA;44;3;0;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 11:51:00;1376;SINGAPORE;EN-GB;3;0;5;5;7;7;6;8;8;1;6;8;3;7;7;80;10;10;7;6;5;6;4;5;4;3;3;3;2;1;9;9;9;2;2;7;6;8;7;8;8;6;7;5;7;7;7;8;7;7;4;3;5;7;5;8;9;6;3;10;7;3;1;6;6;3;3;7;10;20;20;4;14;7;25;3;6;1;NA;22;1;0;2;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:52:00;1601;SINGAPORE;EN-GB;10;0;8;8;10;7;5;9;7;7;8;3;7;3;5;60;20;20;4;5;5;6;6;8;5;3;3;3;3;4;8;8;8;2;2;6;6;7;7;9;8;7;4;3;2;2;5;3;7;6;7;8;2;3;3;3;8;1;5;8;9;3;0;3;7;3;6;6;9;40;60;5;14;5;25;3;7;2;NA;19;1;0;4;NA;6;1;1;1;213;9;NA;NA;NA
23-May-2020 11:52:00;1261;SINGAPORE;EN-GB;8;0;7;8;9;6;6;9;8;4;8;8;5;9;10;20;70;10;7;8;9;9;7;7;7;3;4;2;7;8;8;8;8;3;7;8;7;10;10;6;7;7;8;6;5;3;6;5;3;5;8;7;5;7;7;7;8;8;7;8;7;7;3;6;7;6;7;7;8;40;50;6;10;6;50;3;7;1;NA;33;3;0;1;NA;4;1;2;1;213;0;NA;NA;NA
23-May-2020 11:52:00;1417;SINGAPORE;EN-GB;7;2;7;5;8;6;8;8;7;5;10;10;9;8;10;35;40;25;5;5;8;6;5;10;10;10;9;8;5;5;8;7;9;5;5;5;6;9;6;5;5;3;8;7;6;5;7;7;7;7;5;5;6;3;5;8;8;5;6;8;8;5;5;5;5;4;5;5;5;40;30;5;16;8;NA;NA;NA;1;NA;54;3;0;6;Self employed;6;1;1;1;213;7;NA;NA;NA
23-May-2020 11:52:00;1047;SINGAPORE;EN-GB;10;0;9;10;10;10;9;9;9;9;10;10;10;10;10;0;50;50;7;9;4;8;6;10;8;2;2;1;0;7;6;6;4;6;6;7;7;6;6;6;6;6;8;8;7;7;7;9;9;9;2;2;6;4;6;4;6;6;4;7;7;6;6;6;7;1;6;7;6;70;70;7;1;8;25;3;4;1;NA;50;3;1;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 11:53:00;1204;SINGAPORE;EN-GB;9;2;9;9;9;5;5;9;9;5;7;7;7;8;7;50;25;25;9;9;5;3;5;10;10;1;1;1;1;3;8;8;8;3;3;5;8;8;7;7;3;3;8;8;5;5;7;7;7;8;3;5;9;2;2;2;5;3;3;9;9;5;0;7;7;2;5;5;5;10;10;5;16;9;100;3;4;2;NA;67;1;0;2;NA;2;1;1;1;213;0;NA;NA;NA
23-May-2020 11:53:00;1042;SINGAPORE;EN-GB;10;0;5;10;10;10;10;10;10;10;10;10;10;10;10;0;100;0;2;2;5;5;5;10;10;0;0;0;0;5;10;10;10;0;0;5;5;5;8;8;8;8;7;7;5;5;5;5;5;5;5;8;5;8;5;2;8;8;5;10;5;2;2;5;5;5;8;8;5;70;70;5;14;4;25;900;6;2;NA;35;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:53:00;604;SINGAPORE;EN-GB;9;0;8;9;10;7;8;7;9;9;7;8;3;10;10;0;50;50;3;7;2;3;4;7;3;2;2;0;2;4;8;2;7;1;4;7;8;6;7;8;8;7;8;10;7;7;8;8;9;7;7;3;7;6;7;3;8;8;2;8;9;7;3;7;8;9;9;8;10;70;80;2;15;8;25;3;7;2;NA;25;2;0;1;NA;5;1;2;2;213;0;NA;NA;NA
23-May-2020 11:53:00;1554;SINGAPORE;EN-GB;7;3;5;8;10;3;3;7;0;5;7;7;2;10;10;90;5;5;8;7;4;4;4;8;8;0;0;0;0;0;10;6;9;0;0;8;6;6;6;4;4;6;7;7;7;7;8;9;5;6;5;3;7;4;4;5;4;4;5;7;7;4;0;5;5;3;3;5;7;10;20;7;11;8;25;3;7;1;NA;36;3;2;1;NA;3;1;1;1;213;0;NA;NA;NA
23-May-2020 11:53:00;1479;SINGAPORE;EN-GB;10;0;10;9;10;10;8;7;7;8;9;10;8;8;8;60;30;10;8;8;8;8;8;8;8;8;8;7;4;8;8;8;9;2;4;8;7;7;8;8;8;8;8;9;8;8;8;8;8;8;8;4;8;4;7;1;8;7;6;10;9;9;1;6;8;2;9;8;9;10;10;8;15;8;25;300;4;1;NA;38;3;1;1;NA;3;1;1;2;213;9;NA;NA;NA
23-May-2020 11:53:00;552;SINGAPORE;EN-GB;10;1;10;10;10;10;10;10;10;1;9;10;10;10;10;60;20;20;8;5;10;4;8;10;9;7;7;1;1;2;10;10;10;0;1;7;5;8;8;4;6;7;10;8;9;9;10;10;9;9;5;1;6;10;6;4;10;8;2;10;10;10;0;10;10;1;10;10;10;50;80;7;7;9;50;300;4;2;NA;47;3;1;1;NA;6;1;1;1;213;5;NA;NA;NA
23-May-2020 11:54:00;1255;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;7;10;10;10;10;10;10;60;40;0;4;4;5;8;3;10;10;5;1;1;1;6;9;10;10;0;2;10;10;10;10;5;2;0;8;8;9;9;10;10;8;8;4;0;10;6;8;0;10;5;1;10;10;1;0;7;6;0;0;6;8;0;60;5;1;7;500;300;4;2;NA;60;1;3;3;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:55:00;669;SINGAPORE;EN-GB;7;1;5;6;8;6;7;5;6;4;3;6;3;7;7;90;5;5;7;6;3;7;4;7;7;6;6;4;6;4;7;7;7;3;4;7;6;4;6;4;6;6;6;6;7;6;6;7;6;7;6;7;7;7;6;8;7;6;4;7;7;6;4;6;6;4;6;6;5;60;60;4;5;7;25;3;7;1;NA;23;2;0;1;NA;4;1;1;2;213;7;NA;NA;NA
23-May-2020 11:55:00;1019;SINGAPORE;EN-GB;7;5;7;7;5;5;5;5;5;7;5;7;7;5;5;60;20;20;3;8;5;7;5;10;5;5;5;5;5;5;5;5;5;5;5;5;5;10;5;5;6;5;7;7;7;5;8;9;10;10;7;5;7;8;10;8;7;5;5;7;6;5;6;6;5;5;5;5;6;50;50;6;5;9;125;300;4;3;32;32;1;0;1;NA;8;1;1;1;213;5;NA;NA;NA
23-May-2020 11:55:00;1723;SINGAPORE;EN-GB;9;0;5;10;10;10;10;4;8;4;10;10;8;10;10;100;0;0;2;2;0;7;3;10;5;0;0;0;0;4;7;9;10;0;3;5;4;10;8;2;7;10;8;3;1;5;6;1;6;9;5;2;4;3;2;5;8;3;6;7;8;0;0;2;1;2;0;0;6;50;30;7;10;7;50;3;7;1;NA;56;1;0;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 11:56:00;669;SINGAPORE;EN-GB;10;0;10;9;10;6;6;4;6;6;6;10;9;10;10;85;15;0;6;7;0;6;2;10;7;2;2;2;2;3;8;8;10;0;1;9;1;10;7;3;1;9;6;6;2;0;2;2;4;4;6;6;0;0;0;2;2;0;2;9;9;1;0;0;0;0;8;8;10;20;20;5;16;6;25;300;16;2;NA;23;1;0;4;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:56:00;765;SINGAPORE;EN-GB;9;0;10;10;10;5;5;10;5;8;10;10;10;10;10;80;20;0;3;5;3;7;5;10;8;5;5;2;6;4;7;7;8;0;1;6;5;7;7;5;4;3;3;3;5;6;7;8;5;5;7;6;0;9;4;7;8;5;5;5;7;2;5;5;2;7;5;1;4;50;80;5;6;5;50;300;2;2;NA;46;3;2;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:56:00;1272;SINGAPORE;EN-GB;8;8;8;9;9;10;10;10;10;9;10;10;9;10;8;70;20;10;10;5;9;5;5;5;5;10;5;5;5;5;10;10;10;0;0;10;10;10;10;5;5;7;10;10;10;10;10;10;5;10;5;0;10;5;5;5;10;5;0;10;10;10;5;10;6;7;8;10;10;0;50;5;1;10;50;3;4;1;NA;26;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:57:00;787;SINGAPORE;EN-GB;10;0;10;9;9;5;7;7;7;5;9;7;3;8;8;50;50;0;5;6;5;7;5;5;5;0;0;0;0;5;7;7;7;5;3;7;7;10;6;7;5;0;5;5;6;6;6;7;8;7;6;5;5;2;5;6;7;5;2;7;7;1;0;2;2;3;5;4;7;0;0;5;7;7;25;3;7;1;NA;34;2;0;1;NA;6;2;1;1;213;0;NA;NA;NA
23-May-2020 11:57:00;721;SINGAPORE;EN-GB;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;25;50;25;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;6;5;5;7;5;6;5;5;5;10;7;5;5;5;5;5;5;5;6;5;1;7;3;7;5;6;5;5;5;6;6;5;4;5;7;5;0;0;5;15;5;50;NA;5;2;NA;29;3;1;1;NA;1;1;1;1;213;5;NA;NA;NA
23-May-2020 11:57:00;1690;SINGAPORE;EN-GB;9;0;4;7;10;6;7;9;1;6;3;5;1;4;9;80;20;0;7;7;9;9;8;10;10;2;2;2;2;3;9;10;10;1;2;7;9;9;10;3;3;0;8;7;7;8;8;9;6;9;7;6;7;6;8;3;9;6;5;10;9;2;5;7;6;2;3;1;9;20;50;6;12;7;25;3;7;1;NA;63;3;2;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 11:57:00;1060;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;8;9;10;10;10;10;30;50;20;6;6;5;7;6;10;9;1;1;1;1;7;8;8;7;4;4;6;7;7;6;6;8;8;6;6;2;4;5;7;8;7;3;3;5;7;5;6;5;3;7;10;8;5;2;7;7;3;8;8;8;50;70;6;9;8;25;300;4;2;NA;47;3;2;6;Housemaker;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:58:00;1659;SINGAPORE;EN-GB;10;0;10;10;10;8;8;10;4;8;6;9;7;10;10;20;80;0;6;6;1;6;0;10;10;0;0;0;0;3;8;7;7;0;1;3;4;4;6;6;7;8;6;5;4;3;5;6;6;7;6;4;4;2;1;1;5;2;1;7;8;4;0;6;6;3;6;7;7;40;40;4;14;6;50;3;4;1;NA;56;3;1;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:58:00;1781;SINGAPORE;EN-GB;8;0;10;10;10;8;8;10;8;2;7;7;8;8;8;50;30;20;7;6;6;7;7;0;1;0;5;2;2;8;8;6;7;5;7;5;6;7;7;7;7;7;6;7;4;8;8;7;6;6;6;5;7;6;6;5;7;6;7;7;7;5;1;6;7;3;7;7;8;30;40;5;5;8;50;3;7;1;NA;28;2;0;1;NA;6;1;1;1;213;6;NA;NA;NA
23-May-2020 11:58:00;299;SINGAPORE;EN-GB;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;60;20;20;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;14;5;50;3;4;2;NA;28;1;0;1;NA;3;1;1;1;213;5;NA;NA;NA
23-May-2020 11:58:00;1041;SINGAPORE;EN-GB;10;0;10;10;10;5;5;5;0;0;8;10;2;3;9;100;0;0;5;5;0;5;2;0;0;5;2;0;0;3;10;10;10;0;1;5;5;9;9;5;3;3;5;5;2;3;2;2;9;9;7;6;8;2;1;6;6;6;8;8;5;0;0;1;0;5;0;0;7;20;20;5;9;5;25;3;7;2;NA;45;3;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 11:58:00;1778;SINGAPORE;EN-GB;9;0;9;10;10;7;7;10;9;8;10;10;10;10;10;30;50;20;2;2;2;3;3;8;3;6;2;0;2;2;10;10;10;0;0;3;8;4;4;3;3;8;6;2;7;3;3;7;8;10;3;3;2;4;3;3;6;4;8;9;7;4;2;6;6;3;6;4;7;30;30;6;4;7;25;3;7;2;NA;19;1;0;1;NA;6;1;1;2;213;7;NA;NA;NA
23-May-2020 11:59:00;1924;SINGAPORE;EN-GB;10;0;6;10;10;7;8;1;1;7;6;10;2;9;3;70;20;10;6;7;6;6;5;10;6;10;10;0;8;6;10;9;10;0;2;7;7;10;10;6;6;2;9;10;8;7;7;6;8;7;6;6;9;2;8;1;8;5;6;10;10;1;0;6;8;0;7;8;10;0;10;7;3;8;50;100;4;1;NA;70;3;2;2;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 11:59:00;1991;SINGAPORE;EN-GB;10;0;10;10;10;9;9;9;8;9;8;8;8;8;9;80;10;10;8;9;5;5;3;10;10;9;9;7;8;1;9;10;10;1;0;10;10;10;10;10;10;2;9;9;8;8;8;8;7;8;6;7;8;9;9;5;8;5;0;9;8;3;2;8;5;3;7;7;8;20;20;6;16;10;50;3;2;1;NA;49;3;0;1;NA;8;1;1;1;213;0;NA;NA;NA
23-May-2020 12:00:00;1344;SINGAPORE;EN-GB;8;0;8;8;7;9;8;7;5;3;8;7;5;9;9;90;10;0;8;6;5;5;5;8;7;5;5;5;5;6;7;8;8;2;5;8;5;9;6;5;2;3;6;5;6;5;6;4;3;3;3;8;5;5;5;5;7;3;5;9;7;2;0;5;5;4;5;5;8;60;70;7;5;8;25;3;7;1;NA;24;1;0;6;National Service;7;1;1;1;213;0;NA;NA;NA
