RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2;;;
22-May-2020 15:37:00;2283;SINGAPORE;EN-GB;10;0;10;10;10;8;8;10;10;5;10;10;0;10;10;0;100;0;6;7;6;7;7;10;10;0;0;0;0;7;10;10;9;0;3;7;8;10;10;9;6;10;7;7;7;8;9;9;4;7;7;6;6;6;6;6;7;4;8;10;7;3;0;7;3;0;2;2;8;70;60;8;16;4;50;25;7;2;NA;58;3;2;1;NA;4;1;1;1;213;0;NA;NA;NA
22-May-2020 15:38:00;2934;SINGAPORE;EN-GB;9;0;8;9;9;8;9;9;8;9;9;9;5;8;9;10;70;20;8;7;5;5;5;9;9;2;1;1;1;8;8;9;9;1;4;9;9;8;8;6;5;2;7;8;8;7;7;9;7;7;8;5;5;8;5;1;5;5;1;8;8;5;5;5;5;8;5;5;5;50;50;5;4;9;50;300;4;1;NA;53;3;5;1;NA;6;3;1;1;213;0;NA;NA;NA
22-May-2020 15:41:00;847;SINGAPORE;EN-GB;9;1;5;9;9;7;7;8;7;0;0;0;0;0;2;100;0;0;7;7;5;2;0;0;0;0;0;0;0;2;10;10;10;0;0;5;5;3;7;1;1;1;6;7;5;5;5;7;9;10;2;1;9;4;5;2;4;5;1;8;6;3;0;5;7;5;6;4;4;10;10;6;4;6;25;3;7;1;NA;62;3;0;1;NA;3;1;1;1;213;0;NA;NA;NA
22-May-2020 15:46:00;2663;SINGAPORE;EN-GB;7;1;7;7;7;7;7;7;5;7;6;5;5;5;5;80;10;10;5;5;5;5;5;7;5;5;5;5;5;5;5;5;8;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;70;70;5;16;5;50;3;4;2;NA;47;3;0;6;NA;6;3;1;1;213;NA;NA;NA;NA
22-May-2020 15:51:00;555;SINGAPORE;EN-GB;8;4;6;4;7;2;7;3;7;4;3;6;3;3;4;50;20;30;8;3;3;7;3;7;3;8;2;7;7;8;3;7;3;7;7;8;3;8;3;7;3;7;8;2;3;7;3;7;6;3;7;1;8;1;8;7;8;7;3;8;3;7;2;7;2;8;6;8;4;80;70;7;14;8;48;300;4;2;NA;40;3;2;1;NA;4;1;2;2;213;0;NA;NA;NA
22-May-2020 15:55:00;780;SINGAPORE;EN-GB;10;0;10;8;10;8;8;8;3;5;8;8;8;8;10;100;0;0;3;3;7;4;2;7;7;6;0;2;2;2;10;10;10;0;0;7;3;7;2;2;2;8;4;4;6;4;4;6;7;7;3;3;3;0;7;0;3;2;0;10;6;4;0;4;6;3;4;4;8;30;30;7;6;4;25;3;7;1;NA;30;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
22-May-2020 15:56:00;1660;SINGAPORE;EN-GB;8;0;10;10;10;10;10;10;10;10;7;10;10;10;10;0;100;0;8;6;10;9;7;10;10;10;9;3;7;7;4;7;9;9;8;10;9;10;9;8;8;8;8;7;8;7;7;8;8;8;3;1;7;7;7;3;10;8;5;7;9;8;8;9;8;8;8;8;8;30;30;7;10;9;25;3;4;1;NA;56;3;3;1;NA;6;2;1;1;213;5;NA;NA;NA
22-May-2020 15:58:00;720;SINGAPORE;EN-GB;10;0;10;10;10;8;8;8;10;0;5;10;10;10;10;95;5;0;7;7;5;5;5;10;10;5;5;5;5;5;10;8;10;0;0;7;7;8;8;8;5;5;5;8;5;5;5;10;5;5;5;3;10;3;5;0;5;0;0;5;5;5;3;5;5;5;5;5;5;0;0;5;1;10;50;3;4;2;NA;47;3;2;2;NA;3;1;1;1;213;5;NA;NA;NA
22-May-2020 16:01:00;4054;SINGAPORE;EN-GB;9;1;8;9;9;6;6;6;8;8;10;10;10;10;10;80;20;0;9;9;8;9;10;10;10;9;9;9;9;9;8;8;7;5;8;10;9;10;9;8;10;0;9;9;9;9;9;10;8;9;7;3;9;7;8;9;10;8;6;10;10;8;0;9;7;0;8;7;9;30;40;5;1;8;50;3;4;1;NA;50;3;2;6;self employed;4;1;1;1;213;8;NA;NA;NA
22-May-2020 16:04:00;1542;SINGAPORE;EN-GB;10;0;10;10;10;9;9;10;3;5;8;6;6;10;9;0;100;0;6;7;4;5;4;8;8;3;2;0;0;7;9;9;8;2;2;7;6;7;8;7;6;3;7;7;5;4;7;7;6;7;7;2;8;6;6;2;5;6;2;7;8;7;1;6;5;7;5;5;7;50;60;5;7;6;50;300;4;1;NA;66;3;3;5;NA;5;1;1;1;213;0;NA;NA;NA
22-May-2020 16:04:00;435;SINGAPORE;EN-GB;7;2;9;4;7;3;7;7;7;8;3;7;3;8;7;10;30;60;8;3;7;3;8;7;3;8;7;3;8;3;8;3;7;3;8;8;8;4;8;7;4;8;8;7;7;7;3;7;3;7;8;3;7;7;3;8;2;8;8;7;7;3;7;8;3;9;7;3;7;80;30;7;12;7;100;300;4;2;NA;40;3;2;1;NA;3;1;2;2;213;7;NA;NA;NA
22-May-2020 16:07:00;712;SINGAPORE;EN-GB;10;6;9;10;10;7;9;5;6;2;10;10;8;7;10;100;0;0;4;6;4;5;2;10;6;1;0;0;0;7;10;10;10;0;1;8;9;10;7;6;10;6;8;5;7;6;7;10;7;7;3;3;4;7;7;4;4;4;0;10;10;5;0;5;6;1;2;8;8;30;30;7;9;7;25;300;3;2;NA;24;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
22-May-2020 16:12:00;1183;SINGAPORE;EN-GB;7;6;5;8;7;5;8;6;6;8;5;6;8;6;7;30;20;50;6;5;7;5;8;7;5;7;5;8;6;8;6;6;8;5;8;7;5;7;7;6;5;7;7;6;7;5;7;5;7;5;7;7;7;6;8;5;7;8;7;7;5;7;5;8;8;6;7;5;6;50;60;8;8;6;50;300;4;1;NA;25;3;1;1;NA;5;1;1;1;213;7;NA;NA;NA
22-May-2020 16:23:00;4096;SINGAPORE;EN-GB;10;0;10;10;10;5;6;6;5;0;10;10;10;10;10;20;40;40;8;8;6;6;6;10;10;0;0;0;0;0;10;10;10;5;0;10;10;5;10;5;5;0;9;7;7;6;6;10;5;7;5;0;7;0;5;0;8;5;0;10;10;10;0;10;10;0;10;10;10;20;20;5;11;3;1.5;300;4;1;NA;66;3;2;5;NA;7;1;1;1;213;0;NA;NA;NA
22-May-2020 16:28:00;1401;SINGAPORE;EN-GB;9;1;9;9;9;7;8;9;9;9;9;9;10;10;8;50;50;0;6;5;5;5;5;10;6;5;5;5;5;5;9;9;9;3;6;8;8;9;9;7;5;7;5;5;8;8;8;8;4;6;5;5;6;2;5;1;7;5;1;8;8;5;3;5;5;5;5;6;8;50;70;5;1;5;50;900;16;1;NA;64;3;0;3;NA;9;1;1;1;213;0;NA;NA;NA
22-May-2020 16:32:00;623;SINGAPORE;EN-GB;10;3;9;9;9;10;10;10;10;10;5;10;10;10;10;50;50;0;2;6;9;9;6;7;7;8;4;4;4;7;8;9;8;4;6;7;8;8;9;8;3;8;5;7;3;1;3;6;1;2;7;8;3;3;5;8;5;3;5;9;9;8;3;7;5;3;5;5;8;50;60;7;16;8;25;3;4;2;NA;35;3;1;1;NA;5;1;1;1;213;0;NA;NA;NA
22-May-2020 16:32:00;1825;SINGAPORE;EN-GB;8;0;3;8;10;5;6;3;0;6;3;7;0;8;8;0;50;50;6;7;5;5;3;2;2;0;0;0;0;8;8;7;8;3;6;7;7;8;8;6;4;5;7;7;7;7;7;8;4;6;6;2;7;6;3;5;5;3;4;7;7;5;3;6;6;4;7;6;5;70;70;7;11;7;25;300;7;1;NA;47;3;1;1;NA;4;1;1;1;213;0;NA;NA;NA
22-May-2020 16:37:00;1269;SINGAPORE;EN-GB;8;0;7;5;10;6;7;9;6;0;9;8;9;10;10;100;0;0;8;8;7;8;7;10;8;8;4;4;4;6;5;6;8;3;5;7;7;9;8;5;7;6;5;5;7;7;7;8;8;8;5;7;5;6;7;5;7;7;4;8;7;6;1;7;8;2;6;5;7;20;30;5;3;7;25;3;7;2;NA;19;1;0;4;NA;3;1;1;1;213;0;NA;NA;NA
22-May-2020 16:41:00;1577;SINGAPORE;EN-GB;10;0;4;8;10;7;9;10;3;1;7;10;3;10;10;0;60;40;7;7;7;8;5;3;5;7;5;2;2;4;9;9;9;1;5;8;6;8;9;4;9;3;8;7;6;5;7;7;5;7;5;3;6;2;3;2;5;3;2;8;8;3;1;3;5;1;5;6;8;50;70;8;4;7;50;300;2;1;NA;61;3;0;1;NA;5;1;1;1;213;0;NA;NA;NA
22-May-2020 16:41:00;2935;SINGAPORE;EN-GB;8;4;7;8;9;5;3;4;3;6;7;9;8;8;10;0;100;0;5;5;4;3;2;1;0;1;2;2;1;5;10;10;9;0;2;8;7;7;9;4;2;3;2;4;4;4;6;7;4;5;8;8;3;0;5;6;4;5;5;7;7;5;1;3;3;4;3;4;6;20;20;2;16;1;25;3;7;1;NA;34;2;0;1;NA;9;1;1;1;213;0;NA;NA;NA
22-May-2020 16:41:00;1721;SINGAPORE;EN-GB;9;1;5;9;10;7;7;8;4;3;7;5;6;6;10;65;5;30;5;7;5;5;10;10;3;6;5;5;8;8;9;9;10;0;1;6;5;7;7;8;10;1;6;5;6;8;8;10;5;6;5;6;7;2;6;2;9;5;1;8;8;6;0;7;2;1;0;0;6;20;10;5;15;7;50;300;NA;2;NA;20;2;0;3;NA;9;1;1;2;213;0;NA;NA;NA
22-May-2020 16:51:00;10109;SINGAPORE;EN-GB;8;0;8;9;10;8;8;10;8;5;6;3;3;6;0;80;10;10;4;4;2;7;6;6;7;7;8;4;4;5;10;10;10;0;0;7;7;7;9;5;6;2;5;4;8;6;7;10;7;7;7;3;1;1;1;5;3;3;0;9;9;4;3;7;7;4;8;8;8;30;60;5;5;2;300;300;0;2;NA;51;1;0;3;NA;4;1;1;1;213;6;NA;NA;NA
22-May-2020 16:53:00;575;SINGAPORE;EN-GB;10;0;10;10;10;8;9;10;1;10;10;10;10;10;10;100;0;0;7;6;6;8;6;10;10;0;0;0;0;8;8;8;8;0;0;10;7;6;9;5;7;7;8;8;4;5;5;6;5;4;6;6;8;8;8;8;9;9;3;8;7;2;2;7;7;7;7;7;7;60;60;5;1;4;25;3;7;1;NA;24;2;0;1;NA;4;1;1;2;213;0;NA;NA;NA
22-May-2020 17:01:00;876;SINGAPORE;EN-GB;8;0;6;6;8;7;7;7;5;6;6;8;5;7;8;70;30;0;4;4;4;6;4;8;7;2;2;1;1;4;7;6;6;2;4;6;6;6;7;6;7;8;4;6;3;6;6;7;6;6;7;9;2;6;3;6;6;2;5;7;6;2;3;5;5;4;5;5;7;10;10;5;11;4;25;300;4;1;NA;23;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
22-May-2020 17:03:00;1539;SINGAPORE;EN-GB;10;0;10;10;10;9;8;8;8;9;8;8;8;8;9;70;30;0;6;6;5;3;3;9;9;5;5;5;5;5;10;10;10;3;0;5;7;7;7;3;3;0;8;9;6;8;8;9;5;8;6;0;7;4;5;1;5;5;0;10;10;5;0;6;6;0;6;7;10;50;50;6;8;8;25;300;4;2;NA;27;1;0;6;self employed;6;1;1;2;213;0;NA;NA;NA
22-May-2020 17:07:00;1240;SINGAPORE;EN-GB;10;1;10;10;10;10;10;10;7;10;10;10;10;10;10;0;70;30;6;6;9;9;4;8;8;10;4;8;8;5;9;9;9;10;3;8;8;9;10;10;10;10;7;9;8;6;6;10;7;9;3;3;5;8;9;3;10;6;3;9;9;6;3;7;6;3;7;7;10;20;40;6;16;10;50;3;2;1;NA;29;3;0;1;NA;6;1;1;1;213;0;NA;NA;NA
22-May-2020 17:11:00;3118;SINGAPORE;EN-GB;9;0;9;10;10;9;10;10;10;0;10;10;10;10;10;20;60;20;6;2;6;9;9;5;5;7;3;4;7;7;10;10;10;0;0;3;3;2;2;0;1;2;9;7;9;9;9;9;4;7;6;3;8;6;6;1;9;6;0;9;9;3;0;6;7;6;5;7;10;60;30;6;16;10;25;100;7;2;NA;30;3;1;3;NA;4;1;1;1;213;0;NA;NA;NA
22-May-2020 17:12:00;2448;SINGAPORE;EN-GB;10;0;9;10;10;5;10;10;5;0;10;10;10;10;10;70;20;10;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;0;8;10;10;10;10;10;0;0;10;10;10;10;10;10;5;9;4;7;10;10;10;0;10;7;10;10;10;9;0;7;6;0;5;5;10;80;90;10;16;10;50;30;4;1;NA;72;3;1;2;NA;7;1;1;1;213;0;NA;NA;NA
22-May-2020 17:21:00;1069;SINGAPORE;EN-GB;9;0;7;7;10;8;8;9;7;4;10;10;10;10;10;80;15;5;6;4;5;7;4;10;8;3;3;2;3;8;7;8;8;3;6;7;6;8;6;8;7;7;5;6;3;5;4;7;4;3;6;6;4;2;4;4;4;3;3;7;6;4;1;5;3;3;4;5;7;20;30;5;5;5;125;1;4;1;NA;30;1;0;3;NA;7;1;1;1;213;0;NA;NA;NA
22-May-2020 17:26:00;3119;SINGAPORE;EN-GB;9;2;5;4;9;7;6;7;6;5;9;9;10;10;10;25;50;25;5;7;8;3;6;10;7;2;5;4;4;6;8;7;7;6;6;5;5;6;5;8;8;4;4;6;6;6;7;4;6;1;4;5;6;4;5;5;6;6;6;7;4;3;5;6;3;7;5;3;4;10;20;7;10;4;25;300;NA;1;NA;67;3;1;5;NA;8;1;1;1;213;7;NA;NA;NA
22-May-2020 18:42:00;1194;SINGAPORE;EN-GB;9;0;7;10;10;9;9;10;8;8;9;9;3;10;10;100;0;0;6;6;2;6;5;8;8;5;2;2;2;5;7;8;8;0;1;8;6;9;7;5;6;0;5;4;5;4;6;4;6;6;5;6;4;5;5;5;7;4;5;8;7;4;0;4;3;4;7;5;6;70;70;5;13;4;50;300;4;2;NA;41;1;0;1;NA;7;1;1;1;213;0;NA;NA;NA
22-May-2020 19:08:00;4727;SINGAPORE;EN-GB;10;0;10;10;10;4;6;10;7;5;3;3;1;7;10;50;50;0;4;5;1;8;2;10;7;0;0;0;0;0;10;10;10;1;3;7;4;8;9;4;8;8;7;6;1;3;6;6;10;4;10;10;4;1;6;3;2;4;0;10;10;1;0;10;10;0;10;10;10;70;60;3;11;4;25;3;4;2;NA;20;1;0;4;NA;6;1;1;1;213;0;NA;NA;NA
22-May-2020 20:31:00;1072;SINGAPORE;EN-GB;8;0;9;8;8;9;8;8;8;9;7;8;8;8;8;30;45;25;3;7;7;8;7;10;10;0;1;1;0;1;10;9;9;0;1;7;0;8;8;8;8;2;10;9;8;9;9;8;8;8;3;1;8;7;7;8;8;2;1;8;9;7;0;7;2;0;6;7;7;10;10;9;9;9;50;300;4;1;NA;34;3;2;1;NA;4;1;1;2;213;0;NA;NA;NA
22-May-2020 20:37:00;294;SINGAPORE;EN-GB;8;9;7;8;8;6;8;7;8;8;7;9;8;6;8;20;50;30;7;8;7;8;7;8;7;7;9;8;8;8;7;9;6;8;7;7;9;8;8;9;7;8;7;9;7;8;8;8;7;8;7;7;7;7;8;7;8;7;8;7;8;9;9;8;7;7;8;7;6;70;80;8;12;7;259;1;5;1;NA;26;1;0;1;NA;4;1;1;1;213;7;NA;NA;NA
22-May-2020 20:39:00;5760;SINGAPORE;EN-GB;10;0;7;8;9;9;9;9;9;9;8;9;9;9;9;60;30;10;9;9;10;7;9;10;10;8;7;3;6;7;7;4;7;2;7;7;8;9;10;8;8;9;8;9;9;7;10;9;7;8;5;0;9;9;9;3;9;8;6;9;9;10;6;9;9;8;9;9;9;0;0;8;7;9;50;300;4;1;NA;30;3;2;1;NA;4;1;1;1;213;0;NA;NA;NA
22-May-2020 20:44:00;1128;SINGAPORE;EN-GB;10;2;5;10;10;8;8;9;8;8;8;8;8;8;9;50;25;25;5;4;5;5;5;10;10;8;9;9;0;5;10;10;10;10;0;5;5;9;5;7;8;8;8;8;5;5;5;5;5;9;5;0;9;5;5;2;8;3;5;8;9;9;5;7;8;1;5;5;5;50;50;5;16;3;50;900;4;1;NA;31;3;1;1;NA;10;1;1;1;213;0;NA;NA;NA
22-May-2020 21:59:00;2183;SINGAPORE;EN-GB;6;9;5;6;6;5;8;5;5;6;5;6;5;7;5;100;0;0;6;5;5;6;5;6;6;7;5;7;7;6;5;6;6;5;7;5;6;5;6;6;5;6;6;8;6;7;5;5;6;5;5;6;6;5;5;5;5;4;6;6;6;6;5;5;5;4;6;7;5;50;60;5;3;5;50;300;4;1;NA;40;3;2;1;NA;3;1;1;1;213;5;NA;NA;NA
22-May-2020 23:08:00;2178;SINGAPORE;EN-GB;9;3;9;10;10;10;9;9;7;2;8;10;5;9;9;80;10;10;10;10;5;7;7;5;5;6;7;5;6;1;9;7;10;7;5;9;8;10;8;8;10;10;9;10;10;9;9;10;8;9;8;9;9;9;7;1;8;3;1;8;10;9;10;9;9;4;7;8;8;80;20;5;16;9;50;300;4;1;NA;49;3;3;1;NA;8;2;1;1;213;8;NA;NA;NA
22-May-2020 23:10:00;1459;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;5;6;9;9;9;10;10;2;2;1;1;10;10;10;10;2;1;10;10;10;10;10;10;10;9;10;9;7;9;10;9;9;1;1;8;2;2;1;2;2;1;10;10;7;1;9;9;1;7;8;9;70;80;8;16;8;50;100;4;2;NA;55;3;3;1;NA;6;2;1;1;213;0;NA;NA;NA
22-May-2020 23:19:00;989;SINGAPORE;EN-GB;7;3;7;7;7;5;5;10;7;5;10;10;10;10;10;80;10;10;5;5;5;5;5;10;8;5;5;5;5;5;7;7;7;5;5;7;5;7;5;5;3;5;5;5;5;3;5;10;4;5;7;3;5;5;5;5;5;5;3;7;4;3;0;5;5;4;5;5;5;20;50;5;1;5;50;300;NA;2;NA;38;3;4;6;Hpusewife;9;3;1;1;213;0;NA;NA;NA
23-May-2020 00:52:00;804;SINGAPORE;EN-GB;7;2;8;8;9;5;6;6;3;5;6;8;7;8;8;0;70;30;9;7;4;4;3;8;8;4;3;4;4;4;8;7;8;2;2;3;3;4;3;4;3;3;7;9;9;9;8;9;7;8;2;2;5;0;4;1;3;2;1;8;9;5;1;8;7;2;5;7;8;30;40;5;16;7;50;3;7;1;NA;47;3;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 01:07:00;3726;SINGAPORE;EN-GB;10;0;10;10;10;9;9;9;7;7;10;10;10;10;10;0;80;20;8;8;2;8;2;10;10;5;0;0;0;5;10;10;10;2;3;9;9;10;9;9;9;10;8;8;5;5;5;8;9;8;2;0;5;0;2;0;9;2;0;10;10;8;0;9;9;0;9;7;10;50;20;2;16;8;50;1;8;1;NA;65;3;2;5;NA;6;2;1;1;213;0;NA;NA;NA
23-May-2020 01:20:00;960;SINGAPORE;EN-GB;9;0;9;10;10;7;8;9;2;7;9;10;7;10;9;10;80;10;7;4;2;7;3;8;9;2;0;2;2;2;7;8;8;1;2;4;7;7;9;4;7;6;4;6;4;3;3;4;4;3;3;4;6;2;4;2;3;3;2;7;7;4;2;3;4;4;6;5;6;70;80;6;3;3;25;3;7;1;NA;52;3;0;1;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 01:34:00;1437;SINGAPORE;EN-GB;10;0;10;10;10;8;9;10;0;10;0;9;0;10;10;80;10;10;8;7;0;7;2;9;6;0;0;0;0;10;10;10;10;0;0;8;5;8;8;5;7;8;8;8;8;7;7;8;8;7;6;0;7;6;6;0;7;0;4;10;8;5;0;5;5;0;0;5;8;50;70;5;16;7;25;100;4;2;NA;38;3;2;2;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 02:44:00;1099;SINGAPORE;EN-GB;10;0;8;10;10;8;8;6;5;7;10;10;5;9;10;100;0;0;3;2;5;7;8;1;2;4;3;1;2;3;10;7;8;0;2;7;7;5;6;8;7;6;4;4;4;6;6;4;5;7;6;2;4;5;4;6;3;4;6;8;8;5;2;7;6;3;5;5;7;70;80;3;1;4;25;3;7;1;NA;47;1;2;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 02:45:00;2341;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;7;10;9;10;10;10;9;90;10;0;7;8;6;3;2;10;10;5;0;1;1;1;10;9;9;0;0;6;7;7;7;7;5;3;10;9;10;10;10;10;9;9;1;10;8;1;5;0;6;0;1;10;8;8;0;9;5;0;5;9;10;30;90;7;12;3;50;3;4;2;NA;72;3;2;1;NA;4;1;1;1;213;6;NA;NA;NA
23-May-2020 02:56:00;1927;SINGAPORE;EN-GB;5;6;5;9;10;8;9;10;7;7;8;10;10;10;10;80;15;5;5;5;5;6;5;10;10;2;0;0;0;4;8;9;9;5;5;6;6;6;6;6;5;5;5;5;5;5;5;7;6;5;5;4;5;7;5;5;6;5;4;7;7;5;4;4;4;4;4;5;5;50;50;5;1;5;25;3;7;1;NA;55;3;4;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 03:20:00;1540;SINGAPORE;EN-GB;10;0;8;10;10;7;8;10;6;0;5;7;2;8;8;50;50;0;7;7;0;2;2;2;4;0;0;0;0;5;10;10;10;0;0;6;6;7;6;6;4;4;7;7;7;7;7;8;7;9;3;1;3;2;2;0;3;0;2;8;8;5;1;6;5;1;2;5;6;50;50;5;4;8;25;3;7;1;NA;47;1;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 03:29:00;1908;SINGAPORE;EN-GB;10;2;9;10;10;10;10;10;10;10;10;10;2;10;10;60;5;35;7;7;10;3;5;10;10;8;8;1;1;5;10;9;10;3;2;10;10;10;10;5;2;0;9;9;8;9;9;9;9;9;1;1;8;6;8;2;8;8;2;10;10;9;0;9;9;0;10;10;10;0;10;5;16;7;50100;300;2;2;NA;58;1;2;1;NA;3;1;1;2;213;9;NA;NA;NA
23-May-2020 03:37:00;945;SINGAPORE;EN-GB;7;2;9;10;10;9;10;10;10;10;6;8;6;7;7;80;10;10;8;7;8;8;8;4;9;8;3;7;6;2;2;2;1;1;2;8;8;8;7;8;8;8;8;8;10;8;10;10;2;10;2;10;3;3;3;3;8;3;0;8;8;8;3;4;3;0;10;8;4;20;20;4;1;10;50;300;4;1;NA;31;1;0;1;NA;4;2;1;2;213;10;NA;NA;NA
23-May-2020 03:38:00;376;SINGAPORE;EN-GB;9;8;7;2;8;8;7;8;7;8;9;7;10;9;8;0;100;0;9;9;10;8;7;8;8;10;9;7;9;9;8;9;8;0;1;9;7;9;7;9;9;7;8;8;7;2;8;7;8;8;7;2;9;8;7;0;7;7;2;8;2;9;8;5;8;2;8;8;9;90;70;8;13;8;25;3;7;1;NA;35;3;2;1;NA;5;1;1;1;213;8;NA;NA;NA
23-May-2020 03:38:00;1110;SINGAPORE;EN-GB;10;0;7;10;10;8;9;10;10;0;10;10;10;10;10;0;100;0;8;7;8;10;8;10;10;0;0;0;0;3;10;10;10;0;3;8;8;10;10;7;9;10;8;10;9;9;9;10;10;10;8;2;10;2;7;10;6;7;0;10;9;2;0;7;8;0;8;8;10;30;70;7;3;10;24;100;2;2;NA;39;3;2;1;NA;5;1;1;1;213;0;NA;NA;NA
23-May-2020 03:41:00;1081;SINGAPORE;EN-GB;10;6;8;10;10;10;10;10;8;8;7;10;8;10;10;0;100;0;7;7;5;7;4;10;10;4;3;3;3;5;8;8;8;1;4;8;8;10;10;6;8;0;5;7;5;6;6;9;4;8;6;0;7;9;7;3;8;5;5;10;8;4;0;7;5;3;2;0;10;30;60;5;16;7;253;3;4;2;NA;45;3;1;1;NA;4;1;1;1;213;0;NA;NA;NA
23-May-2020 03:59:00;573;SINGAPORE;EN-GB;7;8;7;8;7;7;8;6;7;7;7;7;7;6;7;0;0;100;7;7;7;6;7;8;7;8;6;7;8;8;7;7;7;8;8;8;7;7;8;7;7;7;7;7;7;6;8;7;7;8;7;8;7;7;8;7;7;7;8;6;8;6;7;8;7;7;8;6;8;70;60;7;10;7;2;3;4;2;NA;29;3;2;1;NA;4;1;1;2;213;8;NA;NA;NA
23-May-2020 03:59:00;1001;SINGAPORE;EN-GB;9;0;9;8;8;8;8;8;5;8;7;7;3;7;7;65;20;15;6;6;5;4;4;6;6;3;2;2;2;3;9;9;9;1;2;6;6;7;6;5;4;4;6;5;7;6;7;7;5;5;5;6;7;5;4;4;6;4;2;7;6;5;3;5;6;4;5;5;6;50;50;5;16;6;25;3;7;1;NA;56;3;0;1;NA;6;1;1;1;213;0;NA;NA;NA
23-May-2020 04:02:00;1075;SINGAPORE;EN-GB;10;1;10;8;9;4;7;6;7;7;4;8;7;3;4;100;0;0;3;7;0;1;2;2;3;9;9;2;8;10;9;10;7;8;10;6;4;6;3;7;8;6;6;9;3;7;4;8;4;6;4;3;10;9;9;9;10;10;6;9;8;3;3;7;6;2;8;2;7;20;40;1;16;10;25;300;8;1;NA;75;3;3;5;NA;7;1;1;1;213;0;NA;NA;NA
23-May-2020 04:11:00;1501;SINGAPORE;EN-GB;10;0;10;10;10;10;10;10;10;0;10;10;10;10;10;30;35;35;8;8;6;6;4;9;9;10;5;10;1;3;9;7;9;1;1;9;9;9;9;4;6;4;10;10;10;10;10;10;8;10;8;2;9;6;4;1;9;9;1;9;7;9;1;9;8;0;6;7;8;90;90;9;16;8;50;300;32;2;NA;40;3;2;1;NA;6;1;1;1;213;8;NA;NA;NA
23-May-2020 04:19:00;788;SINGAPORE;EN-GB;9;1;8;8;9;9;9;9;6;9;10;10;10;10;10;100;0;0;6;6;8;6;6;5;5;6;4;4;6;4;8;6;8;0;1;6;6;6;6;6;6;6;7;6;7;7;7;7;7;7;3;3;6;3;6;4;6;5;2;7;7;7;3;7;7;4;5;5;6;10;30;5;4;7;50;300;4;1;NA;34;3;1;1;NA;5;1;1;2;213;0;NA;NA;NA
23-May-2020 04:23:00;2015;SINGAPORE;EN-GB;7;8;6;8;8;8;8;7;8;9;8;7;8;7;9;52;30;18;8;7;9;8;9;8;7;8;7;8;7;7;8;8;7;7;8;3;3;6;7;7;7;8;9;8;7;8;8;8;9;6;8;7;7;8;9;7;7;7;8;9;7;7;8;6;7;7;9;8;7;70;80;7;7;8;50;100;7;1;NA;43;3;1;1;NA;2;1;1;1;213;0;NA;NA;NA
